feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
-0.3244859018467519,-1.2598442888061374,-0.19612083680815903,-1.7165726405264692,-0.7055517831937647,1.30622018133016,-1.9504658221521236,2.7661526522443936,-0.9025825872147144,2.2713973434602464,2.442478232482316,1.15724935935592,3.3043762529267955,5.6413713914253085,4.284597947387328,3.0902259839072297,2.217741215181238,2.7262874166613638,2.6273260895164317,0.2695303827859654,-0.0674620350069385,2
-0.8602567231877326,-0.08907000766254713,1.0432976760208876,4.216820308808693,2.860414592400942,3.5655072423825103,6.405508046929235,5.114335950549582,2.767938118177108,2.6025742115460804,2.666966067055434,2.448405608326933,1.1710205145490478,-0.12662580537744628,0.11462441367459852,1.8219151650369154,0.9484878382779169,-0.2941095024950149,-0.804869981815741,-0.47229722589892,-1.2674273635598454,0
0.5478042989100235,1.6747503114775468,1.5060206556290825,0.31095739884280565,2.7617036718671275,0.7068653759487399,-0.025784270128930475,1.6503104329598917,0.45903345254471484,1.5127888743820392,3.59588505886364,2.5755022474598377,2.839284754443328,6.449169552528247,4.889418079122236,4.070216608954602,2.9510155937071954,2.5793751094736406,0.9265656003678391,-0.5176629286135578,-0.3802413146203053,0
-1.2682284247030753,-0.8602966525907294,1.7401194474734514,2.2915291573202863,2.29563338574668,2.8138774913949764,4.364642790057752,4.007925853659718,3.5913811726434566,2.847718539529128,2.2547366115807153,2.280985569497094,2.4034846338949203,1.8573550624057602,3.477146951176648,2.0019761241738516,-0.99367414837495,-0.4090408837360293,0.03540834828266631,-1.4246312399314498,-1.2791810663290737,0
-0.032568031231643056,-0.1506697571938843,0.244329086304778,0.601094175701339,2.5671994158860643,2.5381915971345363,1.9784622844300102,0.9348391223978281,1.587054440214694,1.2214634017201387,0.628659097302622,2.277861055739484,1.7224542440803665,2.65805167898707,2.958410245305256,0.9833156902572469,1.7657144595774468,2.1199788767028163,1.2520003615420228,-0.8258668967273136,-0.5113991531310992,0
0.2915797787265017,0.4268795202259013,1.0383372148156798,1.233204342064862,2.3255931806742822,1.919711874977629,5.137670582792625,5.085712894586176,3.7797822507276067,2.9852123517913305,4.054599728310769,4.342648219809967,0.4642326706823443,-1.1406305765792435,-0.4970597040879474,-0.6423561989650217,0.9557082180897885,-0.2655960216940361,1.6348122868549564,-1.1803171441867426,1.0350386586142468,1
-1.0533326405600942,2.2976192035429728,1.1950144475346915,3.2907138261193234,1.9526749410916011,3.2225891639635544,6.0418846888378335,5.909129314302651,3.0245677205123145,3.585705241051372,2.9094923242268624,1.8463134820002651,1.2382082375216974,1.245197390795901,0.787209214582197,-0.36260335640278674,-2.244329950938471,-0.5011976876444403,-0.40855410611059173,-0.22450268306381754,1.5188724968823675,1
-1.922183676295205,-0.14059292491289216,-0.26192480017534375,-0.7785613848907103,-0.3107169011895098,0.8954620198303298,1.359963328116541,2.4680432751406425,1.9015693259227784,1.7946051976128754,1.7667127614302607,1.9164437656663709,4.421529551595989,4.836797967788552,5.664985655972153,4.1390265501152514,3.789010180167971,3.676458625064889,1.9124226907977135,-0.700306251107284,0.5752650038288691,2
0.0033147770159555044,0.44796725577083163,-0.23946779068522717,2.811745630911499,3.181031365566242,4.059197779911562,4.2537277564199165,2.2086462605321966,2.6472272663576675,2.209118440787239,3.6726138710746588,2.8591776570158673,2.4210468462763455,1.5772153463411644,1.7707198023186523,-0.36237998890118484,0.06224504139440178,2.2160377640229076,0.6697823148202123,0.25969749578043283,0.21151799278298197,1
-0.8666853366339436,-0.013382917588774971,-0.39155374599553455,1.3192013577678756,0.5969807895061602,1.0620693030774855,1.6795042767201713,1.6022883263123657,2.165464017887751,3.9482156012159813,2.092320257334814,4.1193806358288025,5.245274156286754,5.687856002683507,3.061264068507274,5.334074593519237,1.4279649491043624,-0.8225244649101029,0.615397844317478,1.709900802662447,1.8597030987322858,2
-1.1813397317142982,1.5326198377905844,-0.13942740295987677,2.4071199712180333,2.7801643399321794,2.7850612872800036,4.796387912504672,4.158541664595915,4.4392625219437996,3.0749556533777596,4.309126389850048,4.174334248692303,1.3041443651475213,2.1325541906464007,1.5591778296631966,1.057944696765285,0.9728819845535213,2.416127404428954,-1.1193160980093566,-1.3477173137837932,0.3873458235386163,1
0.5934588290814166,1.1364315067865494,-0.3172462951134684,-0.9704391715182309,0.40680945064455554,1.3569132007702138,-0.06702629429071849,-0.059755898225665294,2.1273992769614045,1.094590634226431,2.037868742313683,5.368452539779509,3.958510704885895,2.4677055113125466,7.812431127894104,5.294146958065,3.5057995464428364,0.6615288191701136,0.47793009178170065,1.2896225659226812,2.078450174252184,2
